"","country","region","category","sex","year","homicide_rate"
"6171","Barbados","Americas","Other criminal activities","Female",2017,0.687084528574128
"6172","Bhutan","Asia","Other criminal activities","Female",2017,0.282261023704281
"6173","Canada","Americas","Other criminal activities","Female",2017,0.336745964004572
"6174","Colombia","Americas","Other criminal activities","Female",2017,0.302323396153956
"6175","Germany","Europe","Other criminal activities","Female",2017,0.0286577032694475
"6176","Dominican Republic","Americas","Other criminal activities","Female",2017,0.378299385376989
"6177","Algeria","Africa","Other criminal activities","Female",2017,0.0198262880123224
"6178","Ecuador","Americas","Other criminal activities","Female",2017,0.28755446311485
"6179","Spain","Europe","Other criminal activities","Female",2017,0
"6180","Finland","Europe","Other criminal activities","Female",2017,0.0716223867229284
"6181","France","Europe","Other criminal activities","Female",2017,0.024152837707845
"6182","United Kingdom (England and Wales)","Europe","Other criminal activities","Female",2017,0.0201861553791629
"6183","Guyana","Americas","Other criminal activities","Female",2017,1.02571992717389
"6184","Croatia","Europe","Other criminal activities","Female",2017,0
"6185","Iceland","Europe","Other criminal activities","Female",2017,0
"6186","Italy","Europe","Other criminal activities","Female",2017,0.0259436794500148
"6187","Jamaica","Americas","Other criminal activities","Female",2017,3.25355521636849
"6188","Saint Kitts and Nevis","Americas","Other criminal activities","Female",2017,0
"6189","Saint Lucia","Americas","Other criminal activities","Female",2017,1.12193151730018
"6190","Morocco","Africa","Other criminal activities","Female",2017,0
"6191","Netherlands (Kingdom of the)","Europe","Other criminal activities","Female",2017,0
"6192","Oman","Asia","Other criminal activities","Female",2017,0
"6193","Panama","Americas","Other criminal activities","Female",2017,0.929024485173747
"6194","Peru","Americas","Other criminal activities","Female",2017,0.388972699260989
"6195","Philippines","Asia","Other criminal activities","Female",2017,0.967368916950485
"6196","Paraguay","Americas","Other criminal activities","Female",2017,0.126539271146452
"6197","Russian Federation","Europe","Other criminal activities","Female",2017,0.00641485133537126
"6198","El Salvador","Americas","Other criminal activities","Female",2017,8.97171894473055
"6199","Suriname","Americas","Other criminal activities","Female",2017,0.340108290479689
"6200","Trinidad and Tobago","Americas","Other criminal activities","Female",2017,2.26496794071113
"6201","Uruguay","Americas","Other criminal activities","Female",2017,0.50918023679144
"6202","United States of America","Americas","Other criminal activities","Female",2017,0.269654747154112
"6203","Argentina","Americas","Other criminal activities","Female",2018,0.240785120014661
"6204","Azerbaijan","Asia","Other criminal activities","Female",2018,0.097198316836187
"6205","Bahamas","Americas","Other criminal activities","Female",2018,0
"6206","Bhutan","Asia","Other criminal activities","Female",2018,0
"6207","Canada","Americas","Other criminal activities","Female",2018,0.300356286918347
"6208","Colombia","Americas","Other criminal activities","Female",2018,0.0200433682367212
"6209","Germany","Europe","Other criminal activities","Female",2018,0.026189312636729
"6210","Dominica","Americas","Other criminal activities","Female",2018,0
"6211","Dominican Republic","Americas","Other criminal activities","Female",2018,0.243057120105928
"6212","Algeria","Africa","Other criminal activities","Female",2018,0.048627716125398
"6213","Ecuador","Americas","Other criminal activities","Female",2018,0.505524263342402
"6214","Spain","Europe","Other criminal activities","Female",2018,0.00419307869465267
"6215","Finland","Europe","Other criminal activities","Female",2018,0
"6216","France","Europe","Other criminal activities","Female",2018,0.0180760355783378
"6217","United Kingdom (England and Wales)","Europe","Other criminal activities","Female",2018,0.0200665151466404
"6218","Grenada","Americas","Other criminal activities","Female",2018,0
"6219","Guatemala","Americas","Other criminal activities","Female",2018,5.85570691551932
"6220","Guyana","Americas","Other criminal activities","Female",2018,0
"6221","Honduras","Americas","Other criminal activities","Female",2018,0.578032414819182
"6222","Croatia","Europe","Other criminal activities","Female",2018,0
"6223","Iceland","Europe","Other criminal activities","Female",2018,0
"6224","Italy","Europe","Other criminal activities","Female",2018,0.0227765099215453
"6225","Jamaica","Americas","Other criminal activities","Female",2018,3.81404146428115
"6226","Saint Kitts and Nevis","Americas","Other criminal activities","Female",2018,0
"6227","Saint Lucia","Americas","Other criminal activities","Female",2018,0
"6228","Morocco","Africa","Other criminal activities","Female",2018,0.0224212846151703
"6229","Malta","Europe","Other criminal activities","Female",2018,0
"6230","Montenegro","Europe","Other criminal activities","Female",2018,0
"6231","Netherlands (Kingdom of the)","Europe","Other criminal activities","Female",2018,0
"6232","Oman","Asia","Other criminal activities","Female",2018,0
"6233","Panama","Americas","Other criminal activities","Female",2018,0.288455852552906
"6234","Peru","Americas","Other criminal activities","Female",2018,0.338628185205975
"6235","Philippines","Asia","Other criminal activities","Female",2018,0.7645314816493
"6236","Paraguay","Americas","Other criminal activities","Female",2018,0.0935861657186388
"6237","Russian Federation","Europe","Other criminal activities","Female",2018,0.0217885972375494
"6238","El Salvador","Americas","Other criminal activities","Female",2018,7.64296919913863
"6239","Suriname","Americas","Other criminal activities","Female",2018,0
"6240","Trinidad and Tobago","Americas","Other criminal activities","Female",2018,1.05096662655477
"6241","Uruguay","Americas","Other criminal activities","Female",2018,0.169565962007051
"6242","United States of America","Americas","Other criminal activities","Female",2018,0.283409982706741
"6243","Saint Vincent and the Grenadines","Americas","Other criminal activities","Female",2018,1.94459839181713
"6244","Argentina","Americas","Other criminal activities","Female",2019,0.252300024566055
"6245","Azerbaijan","Asia","Other criminal activities","Female",2019,0.115793053111572
"6246","Bahamas","Americas","Other criminal activities","Female",2019,0
"6247","Belize","Americas","Other criminal activities","Female",2019,7.76594477895533
"6248","Bhutan","Asia","Other criminal activities","Female",2019,0
"6249","Canada","Americas","Other criminal activities","Female",2019,0.333660938944126
"6250","Chile","Americas","Other criminal activities","Female",2019,0.0938567424910956
"6251","Czechia","Europe","Other criminal activities","Female",2019,0.373999551200539
"6252","Germany","Europe","Other criminal activities","Female",2019,0.0189912953872375
"6253","Dominica","Americas","Other criminal activities","Female",2019,0
"6254","Dominican Republic","Americas","Other criminal activities","Female",2019,0.258805295600014
"6255","Algeria","Africa","Other criminal activities","Female",2019,0.00477361922347918
"6256","Ecuador","Americas","Other criminal activities","Female",2019,0.253720054978829
"6257","Spain","Europe","Other criminal activities","Female",2019,0
"6258","Finland","Europe","Other criminal activities","Female",2019,0
"6259","France","Europe","Other criminal activities","Female",2019,0.0240539961700626
"6260","Grenada","Americas","Other criminal activities","Female",2019,0
"6261","Guatemala","Americas","Other criminal activities","Female",2019,5.77964183131021
"6262","Guyana","Americas","Other criminal activities","Female",2019,1.72442675127854
"6263","Honduras","Americas","Other criminal activities","Female",2019,0.690070194346093
"6264","Croatia","Europe","Other criminal activities","Female",2019,0
"6265","Iceland","Europe","Other criminal activities","Female",2019,0
"6266","Italy","Europe","Other criminal activities","Female",2019,0.0195837321070784
"6267","Jamaica","Americas","Other criminal activities","Female",2019,3.81055608715165
"6268","Saint Kitts and Nevis","Americas","Other criminal activities","Female",2019,8.14265939255761
"6269","Saint Lucia","Americas","Other criminal activities","Female",2019,0
"6270","Morocco","Africa","Other criminal activities","Female",2019,0
"6271","Malta","Europe","Other criminal activities","Female",2019,0
"6272","Montenegro","Europe","Other criminal activities","Female",2019,0
"6273","Mongolia","Asia","Other criminal activities","Female",2019,0
"6274","Netherlands (Kingdom of the)","Europe","Other criminal activities","Female",2019,0
"6275","Panama","Americas","Other criminal activities","Female",2019,0.756847936477753
"6276","Peru","Americas","Other criminal activities","Female",2019,0.229514626695366
"6277","Philippines","Asia","Other criminal activities","Female",2019,0.629027164795608
"6278","Paraguay","Americas","Other criminal activities","Female",2019,0.0307730939761053
"6279","Russian Federation","Europe","Other criminal activities","Female",2019,0.0153757106797623
"6280","El Salvador","Americas","Other criminal activities","Female",2019,4.86665516919383
"6281","Suriname","Americas","Other criminal activities","Female",2019,0
"6282","Trinidad and Tobago","Americas","Other criminal activities","Female",2019,1.69258050824287
"6283","Uruguay","Americas","Other criminal activities","Female",2019,0.452165931331821
"6284","United States of America","Americas","Other criminal activities","Female",2019,0.243742112518582
"6285","Saint Vincent and the Grenadines","Americas","Other criminal activities","Female",2019,0
"6286","Argentina","Americas","Other criminal activities","Female",2020,0.219886238775962
"6287","Azerbaijan","Asia","Other criminal activities","Female",2020,0.0192039206724445
"6288","Bahamas","Americas","Other criminal activities","Female",2020,0.943549775788984
"6289","Bosnia and Herzegovina","Europe","Other criminal activities","Female",2020,0
"6290","Belize","Americas","Other criminal activities","Female",2020,0
"6291","Bhutan","Asia","Other criminal activities","Female",2020,0.275407361914191
"6292","Canada","Americas","Other criminal activities","Female",2020,0.519353443782849
"6293","Chile","Americas","Other criminal activities","Female",2020,0.0925891824148864
"6294","Czechia","Europe","Other criminal activities","Female",2020,0.131001040709696
"6295","Germany","Europe","Other criminal activities","Female",2020,0.0213201851909188
"6296","Dominica","Americas","Other criminal activities","Female",2020,0
"6297","Dominican Republic","Americas","Other criminal activities","Female",2020,0.328936427918516
"6298","Algeria","Africa","Other criminal activities","Female",2020,0.00938140559442298
"6299","Ecuador","Americas","Other criminal activities","Female",2020,0.204581535288951
"6300","Spain","Europe","Other criminal activities","Female",2020,0
"6301","France","Europe","Other criminal activities","Female",2020,0.0210185745346878
"6302","Grenada","Americas","Other criminal activities","Female",2020,0
"6303","Guatemala","Americas","Other criminal activities","Female",2020,3.25177649684407
"6304","Guyana","Americas","Other criminal activities","Female",2020,0.491035532558725
"6305","Honduras","Americas","Other criminal activities","Female",2020,0.598947888139694
"6306","Croatia","Europe","Other criminal activities","Female",2020,0
"6307","Iceland","Europe","Other criminal activities","Female",2020,0
"6308","Italy","Europe","Other criminal activities","Female",2020,0.013109311799803
"6309","Jamaica","Americas","Other criminal activities","Female",2020,2.74499618867837
"6310","Japan","Asia","Other criminal activities","Female",2020,0.00621473574438668
"6311","Saint Kitts and Nevis","Americas","Other criminal activities","Female",2020,0
"6312","Saint Lucia","Americas","Other criminal activities","Female",2020,0
"6313","Malta","Europe","Other criminal activities","Female",2020,0
"6314","Montenegro","Europe","Other criminal activities","Female",2020,0
"6315","Mongolia","Asia","Other criminal activities","Female",2020,0
"6316","Netherlands (Kingdom of the)","Europe","Other criminal activities","Female",2020,0
"6317","Panama","Americas","Other criminal activities","Female",2020,0.13982585156274
"6318","Peru","Americas","Other criminal activities","Female",2020,0.113059409030138
"6319","Paraguay","Americas","Other criminal activities","Female",2020,0.0910550272846389
"6320","Russian Federation","Europe","Other criminal activities","Female",2020,0.109010476381296
"6321","El Salvador","Americas","Other criminal activities","Female",2020,2.18492938884794
"6322","Suriname","Americas","Other criminal activities","Female",2020,0.328504859408133
"6323","Trinidad and Tobago","Americas","Other criminal activities","Female",2020,1.82061127023398
"6324","Uruguay","Americas","Other criminal activities","Female",2020,0.169594911248156
"6325","United States of America","Americas","Other criminal activities","Female",2020,0.211877414668481
"6326","Saint Vincent and the Grenadines","Americas","Other criminal activities","Female",2020,0
"6327","Argentina","Americas","Other criminal activities","Female",2021,0.161841047771191
"6328","Azerbaijan","Asia","Other criminal activities","Female",2021,0.0765731376838617
"6329","Bahamas","Americas","Other criminal activities","Female",2021,0
"6330","Bosnia and Herzegovina","Europe","Other criminal activities","Female",2021,0
"6331","Belize","Americas","Other criminal activities","Female",2021,1.00603368703801
"6332","Canada","Americas","Other criminal activities","Female",2021,0.526178527894183
"6333","Chile","Americas","Other criminal activities","Female",2021,0.0509260235341377
"6334","Czechia","Europe","Other criminal activities","Female",2021,0.224958298355442
"6335","Germany","Europe","Other criminal activities","Female",2021,0.0449655568567694
"6336","Dominica","Americas","Other criminal activities","Female",2021,0
"6337","Dominican Republic","Americas","Other criminal activities","Female",2021,0.162582533216515
"6338","Algeria","Africa","Other criminal activities","Female",2021,0.00461239188265153
"6339","Ecuador","Americas","Other criminal activities","Female",2021,0.314221802212413
"6340","Spain","Europe","Other criminal activities","Female",2021,0
"6341","France","Europe","Other criminal activities","Female",2021,0.00599948170477552
"6342","Greece","Europe","Other criminal activities","Female",2021,0.0375341701701687
"6343","Grenada","Americas","Other criminal activities","Female",2021,0
"6344","Guyana","Americas","Other criminal activities","Female",2021,0.486699121386411
"6345","Honduras","Americas","Other criminal activities","Female",2021,0.452075745094536
"6346","Croatia","Europe","Other criminal activities","Female",2021,0
"6347","Iceland","Europe","Other criminal activities","Female",2021,0
"6348","Italy","Europe","Other criminal activities","Female",2021,0.0197582427519439
"6349","Jamaica","Americas","Other criminal activities","Female",2021,1.12300955330189
"6350","Japan","Asia","Other criminal activities","Female",2021,0.00468420890410028
"6351","Saint Kitts and Nevis","Americas","Other criminal activities","Female",2021,0
"6352","Saint Lucia","Americas","Other criminal activities","Female",2021,0
"6353","China, Macao Special Administrative Region","Asia","Other criminal activities","Female",2021,0.82344965017114
"6354","Malta","Europe","Other criminal activities","Female",2021,0
"6355","Montenegro","Europe","Other criminal activities","Female",2021,0
"6356","Mongolia","Asia","Other criminal activities","Female",2021,0
"6357","Netherlands (Kingdom of the)","Europe","Other criminal activities","Female",2021,0.0227138586450706
"6358","Panama","Americas","Other criminal activities","Female",2021,0.275894542070239
"6359","Qatar","Asia","Other criminal activities","Female",2021,0
"6360","Russian Federation","Europe","Other criminal activities","Female",2021,0.0952257207966167
"6361","El Salvador","Americas","Other criminal activities","Female",2021,2.02571386761385
"6362","Suriname","Americas","Other criminal activities","Female",2021,1.6255008574517
"6363","Uruguay","Americas","Other criminal activities","Female",2021,0.113201054128216
"6364","Saint Vincent and the Grenadines","Americas","Other criminal activities","Female",2021,0
"6365","Argentina","Americas","Other criminal activities","Female",2022,0.143605001649064
"6366","Antigua and Barbuda","Americas","Other criminal activities","Female",2022,0
"6367","Bahamas","Americas","Other criminal activities","Female",2022,0.466926433405785
"6368","Bosnia and Herzegovina","Europe","Other criminal activities","Female",2022,0
"6369","Belize","Americas","Other criminal activities","Female",2022,3.96972095342773
"6370","Canada","Americas","Other criminal activities","Female",2022,0.578990587293157
"6371","Chile","Americas","Other criminal activities","Female",2022,0.0911466014597128
"6372","Czechia","Europe","Other criminal activities","Female",2022,0.206591625076016
"6373","Germany","Europe","Other criminal activities","Female",2022,0.0165745041364161
"6374","Dominica","Americas","Other criminal activities","Female",2022,0
"6375","Dominican Republic","Americas","Other criminal activities","Female",2022,0.178745082611062
"6376","Ecuador","Americas","Other criminal activities","Female",2022,0.299454394093961
"6377","Spain","Europe","Other criminal activities","Female",2022,0
"6378","France","Europe","Other criminal activities","Female",2022,0.0209608234872735
"6379","Greece","Europe","Other criminal activities","Female",2022,0.0188587655730971
"6380","Grenada","Americas","Other criminal activities","Female",2022,0
"6381","Guyana","Americas","Other criminal activities","Female",2022,0
"6382","Honduras","Americas","Other criminal activities","Female",2022,0.329106222033836
"6383","Croatia","Europe","Other criminal activities","Female",2022,0
"6384","Iceland","Europe","Other criminal activities","Female",2022,0
"6385","Italy","Europe","Other criminal activities","Female",2022,0.0132237531600018
"6386","Jamaica","Americas","Other criminal activities","Female",2022,0.42105307479271
"6387","Japan","Asia","Other criminal activities","Female",2022,0.00627826878809997
"6388","Saint Kitts and Nevis","Americas","Other criminal activities","Female",2022,0
"6389","Saint Lucia","Americas","Other criminal activities","Female",2022,1.1000011000011
"6390","China, Macao Special Administrative Region","Asia","Other criminal activities","Female",2022,0.542023046819951
"6391","Morocco","Africa","Other criminal activities","Female",2022,0.155867029836846
"6392","Malta","Europe","Other criminal activities","Female",2022,0
"6393","Montenegro","Europe","Other criminal activities","Female",2022,0
"6394","Mauritius","Africa","Other criminal activities","Female",2022,0
"6395","Netherlands (Kingdom of the)","Europe","Other criminal activities","Female",2022,0
"6396","Panama","Americas","Other criminal activities","Female",2022,0
"6397","El Salvador","Americas","Other criminal activities","Female",2022,0.481948542052947
"6398","Suriname","Americas","Other criminal activities","Female",2022,0
"6399","Uruguay","Americas","Other criminal activities","Female",2022,0
"6400","Saint Vincent and the Grenadines","Americas","Other criminal activities","Female",2022,1.96003488862102
"6401","Andorra","Europe","Interpersonal homicide","Male",2015,0
"6402","Armenia","Asia","Interpersonal homicide","Male",2015,0
"6403","Bahamas","Americas","Interpersonal homicide","Male",2015,30.7115549577981
"6404","Bermuda","Americas","Interpersonal homicide","Male",2015,0
"6405","Barbados","Americas","Interpersonal homicide","Male",2015,12.7810419556498
"6406","Switzerland","Europe","Interpersonal homicide","Male",2015,0.46369918711092
"6407","Czechia","Europe","Interpersonal homicide","Male",2015,0.0580049319660153
"6408","Algeria","Africa","Interpersonal homicide","Male",2015,1.21574622602598
"6409","Ecuador","Americas","Interpersonal homicide","Male",2015,4.98751393170661
"6410","Spain","Europe","Interpersonal homicide","Male",2015,0.00876756373163995
"6411","Finland","Europe","Interpersonal homicide","Male",2015,1.70580816555536
"6412","United Kingdom (England and Wales)","Europe","Interpersonal homicide","Male",2015,0.66888819260702
"6413","Grenada","Americas","Interpersonal homicide","Male",2015,0
"6414","Guyana","Americas","Interpersonal homicide","Male",2015,14.5309333971977
"6415","Iceland","Europe","Interpersonal homicide","Male",2015,1.80354034970647
"6416","Liechtenstein","Europe","Interpersonal homicide","Male",2015,0
"6417","China, Macao Special Administrative Region","Asia","Interpersonal homicide","Male",2015,0
"6418","Morocco","Africa","Interpersonal homicide","Male",2015,0.762413496163455
"6419","Monaco","Europe","Interpersonal homicide","Male",2015,0
"6420","Montenegro","Europe","Interpersonal homicide","Male",2015,3.88168620448723
"6421","Mongolia","Asia","Interpersonal homicide","Male",2015,0
"6422","Oman","Asia","Interpersonal homicide","Male",2015,0.294724215499399
"6423","Russian Federation","Europe","Interpersonal homicide","Male",2015,1.49951221881109
"6424","Slovakia","Europe","Interpersonal homicide","Male",2015,1.13452690606193
"6425","United Republic of Tanzania","Africa","Interpersonal homicide","Male",2015,0.692174201143967
"6426","Uruguay","Americas","Interpersonal homicide","Male",2015,3.89381801633092
"6427","United States of America","Americas","Interpersonal homicide","Male",2015,1.57140424109917
"6428","Albania","Europe","Interpersonal homicide","Male",2016,0.484541734271775
"6429","Azerbaijan","Asia","Interpersonal homicide","Male",2016,0.711924449763763
"6430","Bahamas","Americas","Interpersonal homicide","Male",2016,2.10260170678694
"6431","Barbados","Americas","Interpersonal homicide","Male",2016,0
"6432","Switzerland","Europe","Interpersonal homicide","Male",2016,0.289340758781673
"6433","Dominican Republic","Americas","Interpersonal homicide","Male",2016,12.2757437526176
"6434","Algeria","Africa","Interpersonal homicide","Male",2016,1.23076539889398
"6435","Ecuador","Americas","Interpersonal homicide","Male",2016,4.60951340322442
"6436","Spain","Europe","Interpersonal homicide","Male",2016,0.574148318902488
"6437","Finland","Europe","Interpersonal homicide","Male",2016,1.81019345796084
"6438","United Kingdom (England and Wales)","Europe","Interpersonal homicide","Male",2016,0.814982980034165
"6439","Guatemala","Americas","Interpersonal homicide","Male",2016,8.06762628871345
"6440","Guyana","Americas","Interpersonal homicide","Male",2016,3.49078566844518
"6441","Iceland","Europe","Interpersonal homicide","Male",2016,0
"6442","Saint Kitts and Nevis","Americas","Interpersonal homicide","Male",2016,0
"6443","Liechtenstein","Europe","Interpersonal homicide","Male",2016,0
"6444","China, Macao Special Administrative Region","Asia","Interpersonal homicide","Male",2016,0.336909629045653
"6445","Morocco","Africa","Interpersonal homicide","Male",2016,0.690629745072144
"6446","Montenegro","Europe","Interpersonal homicide","Male",2016,2.2665604621193
"6447","Mongolia","Asia","Interpersonal homicide","Male",2016,0
"6448","Oman","Asia","Interpersonal homicide","Male",2016,0.383765197101805
"6449","Panama","Americas","Interpersonal homicide","Male",2016,4.06689950492938
"6450","Peru","Americas","Interpersonal homicide","Male",2016,3.78530305531644
"6451","Philippines","Asia","Interpersonal homicide","Male",2016,0.355585283405046
"6452","Paraguay","Americas","Interpersonal homicide","Male",2016,2.50753848595461
"6453","Russian Federation","Europe","Interpersonal homicide","Male",2016,1.5106946934747
"6454","El Salvador","Americas","Interpersonal homicide","Male",2016,0.703777879658004
"6455","Suriname","Americas","Interpersonal homicide","Male",2016,1.03178765809996
"6456","Slovakia","Europe","Interpersonal homicide","Male",2016,1.39680833071589
"6457","Uruguay","Americas","Interpersonal homicide","Male",2016,4.12191659423004
"6458","United States of America","Americas","Interpersonal homicide","Male",2016,1.68812781770028
"6459","Albania","Europe","Interpersonal homicide","Male",2017,0.415749995669271
"6460","Azerbaijan","Asia","Interpersonal homicide","Male",2017,0.684686128802752
"6461","Bahamas","Americas","Interpersonal homicide","Male",2017,9.92213733282504
"6462","Bolivia (Plurinational State of)","Americas","Interpersonal homicide","Male",2017,0.921974033384158
"6463","Barbados","Americas","Interpersonal homicide","Male",2017,3.74126881390555
"6464","Bhutan","Asia","Interpersonal homicide","Male",2017,1.74198902795768
"6465","Switzerland","Europe","Interpersonal homicide","Male",2017,0.357998815262587
"6466","Colombia","Americas","Interpersonal homicide","Male",2017,0.201050733016313
"6467","Dominican Republic","Americas","Interpersonal homicide","Male",2017,11.3983456914906
"6468","Algeria","Africa","Interpersonal homicide","Male",2017,1.20698545935553
"6469","Ecuador","Americas","Interpersonal homicide","Male",2017,6.71799968864886
"6470","Spain","Europe","Interpersonal homicide","Male",2017,0.590694617052461
"6471","Finland","Europe","Interpersonal homicide","Male",2017,1.17832601850635
"6472","United Kingdom (England and Wales)","Europe","Interpersonal homicide","Male",2017,0.806305640903926
"6473","Guyana","Americas","Interpersonal homicide","Male",2017,17.9488965447035
"6474","Iceland","Europe","Interpersonal homicide","Male",2017,0.573310668451574
"6475","Jamaica","Americas","Interpersonal homicide","Male",2017,5.95179191961782
"6476","Saint Kitts and Nevis","Americas","Interpersonal homicide","Male",2017,17.1891450548978
"6477","Saint Lucia","Americas","Interpersonal homicide","Male",2017,9.0876561230923
"6478","Morocco","Africa","Interpersonal homicide","Male",2017,0.816488732707146
"6479","Republic of Moldova","Europe","Interpersonal homicide","Male",2017,1.58660062882272
"6480","Montenegro","Europe","Interpersonal homicide","Male",2017,0.97267275884038
"6481","Oman","Asia","Interpersonal homicide","Male",2017,0.439053319986112
"6482","Panama","Americas","Interpersonal homicide","Male",2017,3.80319536673287
"6483","Peru","Americas","Interpersonal homicide","Male",2017,3.58737181289622
"6484","Philippines","Asia","Interpersonal homicide","Male",2017,0.216180045384506
"6485","Paraguay","Americas","Interpersonal homicide","Male",2017,1.28352424452076
"6486","Russian Federation","Europe","Interpersonal homicide","Male",2017,1.26947151930277
"6487","El Salvador","Americas","Interpersonal homicide","Male",2017,0.735862000454227
"6488","Suriname","Americas","Interpersonal homicide","Male",2017,1.36269718654132
"6489","Slovakia","Europe","Interpersonal homicide","Male",2017,2.07229678304183
"6490","Trinidad and Tobago","Americas","Interpersonal homicide","Male",2017,23.350221037313
"6491","Uruguay","Americas","Interpersonal homicide","Male",2017,3.56570014033145
"6492","United States of America","Americas","Interpersonal homicide","Male",2017,1.7123747313827
"6493","Albania","Europe","Interpersonal homicide","Male",2018,0.624475700609696
"6494","Azerbaijan","Asia","Interpersonal homicide","Male",2018,0.638926603306445
"6495","Bahamas","Americas","Interpersonal homicide","Male",2018,15.0527364836808
"6496","Bolivia (Plurinational State of)","Americas","Interpersonal homicide","Male",2018,0.617207646311216
"6497","Bhutan","Asia","Interpersonal homicide","Male",2018,1.23569833637933
"6498","Switzerland","Europe","Interpersonal homicide","Male",2018,0.355289009845058
"6499","Dominica","Americas","Interpersonal homicide","Male",2018,31.0278686674941
"6500","Dominican Republic","Americas","Interpersonal homicide","Male",2018,10.4855201981025
"6501","Algeria","Africa","Interpersonal homicide","Male",2018,1.21708014702141
"6502","Ecuador","Americas","Interpersonal homicide","Male",2018,4.80630756772516
"6503","Spain","Europe","Interpersonal homicide","Male",2018,0.562257657142952
"6504","Finland","Europe","Interpersonal homicide","Male",2018,1.94766871404622
"6505","United Kingdom (England and Wales)","Europe","Interpersonal homicide","Male",2018,0.735917004444015
"6506","Grenada","Americas","Interpersonal homicide","Male",2018,18.0060729573338
"6507","Guatemala","Americas","Interpersonal homicide","Male",2018,0.251628033375942
"6508","Guyana","Americas","Interpersonal homicide","Male",2018,18.1328359755466
"6509","Honduras","Americas","Interpersonal homicide","Male",2018,33.6241023385119
"6510","Iceland","Europe","Interpersonal homicide","Male",2018,1.10911162931271
"6511","Jamaica","Americas","Interpersonal homicide","Male",2018,1.57591429891513
"6512","Saint Kitts and Nevis","Americas","Interpersonal homicide","Male",2018,8.61474844934528
"6513","Saint Lucia","Americas","Interpersonal homicide","Male",2018,6.79386287720093
"6514","China, Macao Special Administrative Region","Asia","Interpersonal homicide","Male",2018,0.325728124506318
"6515","Morocco","Africa","Interpersonal homicide","Male",2018,2.05116070263588
"6516","Republic of Moldova","Europe","Interpersonal homicide","Male",2018,2.47658124692519
"6517","Malta","Europe","Interpersonal homicide","Male",2018,0
"6518","Montenegro","Europe","Interpersonal homicide","Male",2018,0.324739112715322
"6519","Oman","Asia","Interpersonal homicide","Male",2018,0.370199854073948
"6520","Panama","Americas","Interpersonal homicide","Male",2018,4.07632217907715
"6521","Peru","Americas","Interpersonal homicide","Male",2018,1.35948370192048
"6522","Philippines","Asia","Interpersonal homicide","Male",2018,0.194291039260953
"6523","Paraguay","Americas","Interpersonal homicide","Male",2018,0.555945747107692
"6524","Russian Federation","Europe","Interpersonal homicide","Male",2018,1.30563685720285
"6525","El Salvador","Americas","Interpersonal homicide","Male",2018,2.03857995862017
"6526","Suriname","Americas","Interpersonal homicide","Male",2018,0
"6527","Slovakia","Europe","Interpersonal homicide","Male",2018,0.225673777271266
"6528","Trinidad and Tobago","Americas","Interpersonal homicide","Male",2018,18.2917398000013
"6529","Uruguay","Americas","Interpersonal homicide","Male",2018,4.52401619235876
"6530","United States of America","Americas","Interpersonal homicide","Male",2018,1.59415751905088
"6531","Saint Vincent and the Grenadines","Americas","Interpersonal homicide","Male",2018,0
"6532","Azerbaijan","Asia","Interpersonal homicide","Male",2019,0.455346720790894
"6533","Bahamas","Americas","Interpersonal homicide","Male",2019,20.1304348948185
"6534","Bosnia and Herzegovina","Europe","Interpersonal homicide","Male",2019,1.93645522189356
"6535","Belize","Americas","Interpersonal homicide","Male",2019,0
"6536","Bolivia (Plurinational State of)","Americas","Interpersonal homicide","Male",2019,0.304239269988013
"6537","Barbados","Americas","Interpersonal homicide","Male",2019,0.745031570712809
"6538","Bhutan","Asia","Interpersonal homicide","Male",2019,1.47382849057855
"6539","Switzerland","Europe","Interpersonal homicide","Male",2019,0.352674305748873
"6540","Chile","Americas","Interpersonal homicide","Male",2019,3.14272278730095
"6541","Czechia","Europe","Interpersonal homicide","Male",2019,0.38541051615718
"6542","Dominica","Americas","Interpersonal homicide","Male",2019,33.6388865528551
"6543","Dominican Republic","Americas","Interpersonal homicide","Male",2019,10.2696964829579
"6544","Algeria","Africa","Interpersonal homicide","Male",2019,1.11229066011831
"6545","Ecuador","Americas","Interpersonal homicide","Male",2019,9.00519983991268
"6546","Spain","Europe","Interpersonal homicide","Male",2019,0.636282710017228
"6547","Finland","Europe","Interpersonal homicide","Male",2019,1.10061087572306
"6548","Grenada","Americas","Interpersonal homicide","Male",2019,24.3969877852414
"6549","Guatemala","Americas","Interpersonal homicide","Male",2019,0.354083198929252
"6550","Guyana","Americas","Interpersonal homicide","Male",2019,1.78198212417361
"6551","Honduras","Americas","Interpersonal homicide","Male",2019,39.8267496642351
"6552","Iceland","Europe","Interpersonal homicide","Male",2019,0.540575604904102
"6553","Jamaica","Americas","Interpersonal homicide","Male",2019,1.36039127717113
"6554","Saint Kitts and Nevis","Americas","Interpersonal homicide","Male",2019,4.31974772673276
"6555","Saint Lucia","Americas","Interpersonal homicide","Male",2019,2.25779503736651
"6556","Morocco","Africa","Interpersonal homicide","Male",2019,2.39582706001333
"6557","Republic of Moldova","Europe","Interpersonal homicide","Male",2019,2.36797363024565
"6558","Malta","Europe","Interpersonal homicide","Male",2019,0
"6559","Montenegro","Europe","Interpersonal homicide","Male",2019,1.95196221001161
"6560","Mongolia","Asia","Interpersonal homicide","Male",2019,0
"6561","Oman","Asia","Interpersonal homicide","Male",2019,0.0341915293221427
